Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1429,A Walk Among the Tombstones,58834384,26307600,32526784,2014.csv,2014,0.44714668891578774,0.5528533110842122
1430,Shock Wave,58824459,0,58824459,2017.csv,2017,0.0,1.0
1431,Agent Cody Banks,58795814,47938330,10857484,2003.csv,2003,0.8153357652298172,0.1846642347701828
1432,Monster,58469210,34469210,24000000,2003.csv,2003,0.5895275479179555,0.4104724520820445
1433,Cloudy Mountain,58346882,0,58346882,2021.csv,2021,0.0,1.0
1434,Little Nicky,58292295,39464775,18827520,2000.csv,2000,0.6770152899281114,0.32298471007188856
1435,Must Love Dogs,58231520,43894863,14336657,2005.csv,2005,0.7537990249953976,0.2462009750046023
1436,Huo guo ying xiong,58106427,779818,57326609,2016.csv,2016,0.013420511985705126,0.9865794880142948
1437,L.O.R.D: Legend of Ravaging Dynasties,58089494,350456,57739038,2016.csv,2016,0.0060330358532646195,0.9939669641467354
1438,Doom,58072119,28212337,29859782,2005.csv,2005,0.4858155253470258,0.5141844746529741
1439,Bowling for Columbine,58008423,21576018,36432405,2002.csv,2002,0.3719462947648137,0.6280537052351862
1440,Avatar 2021 Re-release,57995770,0,57995770,2021.csv,2021,0.0,1.0
1441,Sky Captain and the World of Tomorrow,57947036,37762677,20184359,2004.csv,2004,0.6516757302306195,0.3483242697693804
1442,Snitch,57824674,42930462,14894212,2013.csv,2013,0.7424246265530179,0.25757537344698217
1443,Dolphin Tale 2,57824533,42024533,15800000,2014.csv,2014,0.7267595745217692,0.27324042547823085
1444,Nine Lives,57814445,19700032,38114413,2016.csv,2016,0.3407458464748732,0.6592541535251268
1445,Heartbreakers,57756408,40336607,17419801,2001.csv,2001,0.6983918909915589,0.3016081090084411
1446,Cellular,57678321,32003620,25674701,2004.csv,2004,0.5548639323256306,0.44513606767436936
1447,The Motorcycle Diaries,57663224,16781387,40881837,2004.csv,2004,0.2910240849523086,0.7089759150476914
1448,Goldbuster,57628292,186135,57442157,2017.csv,2017,0.0032299239408310073,0.996770076059169
1449,Ready or Not,57615777,28714231,28901546,2019.csv,2019,0.4983744469852416,0.5016255530147584
1450,Drumline,57588485,56399184,1189301,2002.csv,2002,0.9793482846440569,0.02065171535594312
1451,Nobody,57510518,27568035,29942483,2021.csv,2021,0.4793564022497589,0.520643597750241
1452,Derailed,57479076,36024076,21455000,2005.csv,2005,0.6267337352465443,0.3732662647534557
1453,Seven Dwarves,57410311,0,57410311,2004.csv,2004,0.0,1.0
1454,The Physician,57284237,0,57284237,2013.csv,2013,0.0,1.0
1455,Walking Tall,57223890,46437717,10786173,2004.csv,2004,0.8115092664969124,0.18849073350308762
1456,Jade Dynasty,57149764,0,57149764,2019.csv,2019,0.0,1.0
1457,Magic Mike's Last Dance,57105156,26005156,31100000,2023.csv,2023,0.4553906831109961,0.5446093168890038
1458,The 15:17 to Paris,57076286,36276286,20800000,2018.csv,2018,0.6355754472181319,0.36442455278186814
1459,The Descent,57051053,26024456,31026597,2005.csv,2005,0.45616083545381714,0.5438391645461829
1460,All the Money in the World,56996304,25113707,31882597,2017.csv,2017,0.44061992160053043,0.5593800783994696
1461,Elektra,56995646,24409722,32585924,2005.csv,2005,0.4282734509229003,0.5717265490770996
1462,Zoolander 2,56722693,28848693,27874000,2016.csv,2016,0.5085917377018754,0.4914082622981247
1463,Murder by Numbers,56714147,31945749,24768398,2002.csv,2002,0.5632765489711059,0.4367234510288941
1464,You Are My Sunshine,56640000,0,56640000,2015.csv,2015,0.0,1.0
1465,The Perfect Secret,56573047,0,56573047,2019.csv,2019,0.0,1.0
1466,Cradle 2 the Grave,56489558,34712347,21777211,2003.csv,2003,0.6144913897184325,0.3855086102815674
1467,The Big Sick,56411585,42873127,13538458,2017.csv,2017,0.7600057151381228,0.2399942848618772
1468,15 Minutes,56359980,24403552,31956428,2001.csv,2001,0.43299433392275866,0.5670056660772413
1469,Frida,56298474,25885000,30413474,2002.csv,2002,0.4597815564237141,0.5402184435762859
1470,A or B,56239049,0,56239049,2018.csv,2018,0.0,1.0
1471,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,56119404,10117806,46001598,2023.csv,2023,0.1802906887607003,0.8197093112392997
1472,Nezha Reborn,56088478,0,56088478,2021.csv,2021,0.0,1.0
1473,Kicking & Screaming,56070433,52842724,3227709,2005.csv,2005,0.9424347409623178,0.05756525903768212
1474,The Big Shot,56040681,0,56040681,2019.csv,2019,0.0,1.0
1475,Confidential Assignment,55972241,475618,55496623,2017.csv,2017,0.008497390697649572,0.9915026093023505
1476,Firestorm,55754766,0,55754766,2013.csv,2013,0.0,1.0
1477,Pay It Forward,55707411,33519628,22187783,2000.csv,2000,0.6017085949300355,0.3982914050699646
1478,All Eyez on Me,55668698,44922302,10746396,2017.csv,2017,0.806958014358446,0.1930419856415539
1479,The Lizzie McGuire Movie,55534455,42734455,12800000,2003.csv,2003,0.7695124585268731,0.23048754147312692
1480,Out of Time,55495563,41088845,14406718,2003.csv,2003,0.7403987414273101,0.25960125857268984
1481,Spanglish,55470154,42726869,12743285,2004.csv,2004,0.7702677191053048,0.2297322808946952
1482,Rugrats Go Wild,55250496,39402572,15847924,2003.csv,2003,0.7131623216558997,0.2868376783441003
1483,Dallas Buyers Club,55198285,27298285,27900000,2013.csv,2013,0.4945495136307224,0.5054504863692776
1484,The Mothman Prophecies,55157539,35746370,19411169,2002.csv,2002,0.6480776816384066,0.3519223183615933
1485,Hellboy,55064690,21903748,33160942,2019.csv,2019,0.39778209956325916,0.6022179004367408
1486,Barbershop: The Next Cut,55030051,54030051,1000000,2016.csv,2016,0.9818281106081476,0.018171889391852464
1487,Downsizing,55003890,24449754,30554136,2017.csv,2017,0.44450954287051336,0.5554904571294866
1488,Analyze That,55003135,32130627,22872508,2002.csv,2002,0.5841599210663174,0.4158400789336826
1489,The Whale,54932018,17463630,37468388,2022.csv,2022,0.3179134980986863,0.6820865019013137
1490,St. Vincent,54837234,44137712,10699522,2014.csv,2014,0.8048858190039272,0.19511418099607286
1491,Knock at the Cabin,54760947,35397980,19362967,2023.csv,2023,0.6464092010680531,0.3535907989319469
1492,Driven,54744738,32720065,22024673,2001.csv,2001,0.5976842011738187,0.40231579882618124
1493,The Punisher,54700105,33810189,20889916,2004.csv,2004,0.6181009890200394,0.38189901097996065
1494,Open Water,54683487,30610863,24072624,2004.csv,2004,0.5597825720221536,0.4402174279778464
1495,Go Brother!,54663060,0,54663060,2018.csv,2018,0.0,1.0
1496,"Good Night, and Good Luck.",54641191,31558003,23083188,2005.csv,2005,0.5775496914040545,0.4224503085959455
1497,The Hot Chick,54639553,35081594,19557959,2002.csv,2002,0.6420549231067099,0.3579450768932901
1498,Early Man,54622814,8267544,46355270,2018.csv,2018,0.15135697695838227,0.8486430230416178
1499,The Age of Shadows,54491162,541719,53949443,2016.csv,2016,0.009941410315309481,0.9900585896846905
1500,Confidential Assignment 2: International,54486330,0,54486330,2022.csv,2022,0.0,1.0
1501,Les Misérables,54465930,330181,54135749,2019.csv,2019,0.006062156654627948,0.993937843345372
1502,No Escape,54418872,27288872,27130000,2015.csv,2015,0.5014597141962075,0.4985402858037925
1503,No Good Deed,54323210,52543632,1779578,2014.csv,2014,0.9672409270365282,0.03275907296347178
1504,Upcoming,54300000,0,54300000,2021.csv,2021,0.0,1.0
1505,Mummies,54275970,4275970,50000000,2023.csv,2023,0.07878200979181026,0.9212179902081897
1506,Domestic Disturbance,54249294,45246095,9003199,2001.csv,2001,0.8340402549754841,0.1659597450245159
1507,"I, Tonya",53939297,30014539,23924758,2017.csv,2017,0.5564503185868366,0.4435496814131634
1508,Peppermint,53918723,35418723,18500000,2018.csv,2018,0.6568909838610235,0.34310901613897643
1509,Long Shot,53873809,30316271,23557538,2019.csv,2019,0.5627274470234692,0.4372725529765308
1510,1987: When the Day Comes,53834292,0,53834292,2017.csv,2017,0.0,1.0
1511,Don't Breathe 2,53785551,32712950,21072601,2021.csv,2021,0.6082107441829498,0.3917892558170502
1512,Overheard 3,53493428,0,53493428,2014.csv,2014,0.0,1.0
1513,The Cat Returns,53452652,0,53452652,2002.csv,2002,0.0,1.0
1514,Bounce,53425292,36805288,16620004,2000.csv,2000,0.6889113118932508,0.31108868810674917
1515,Supercondriaque,53425036,0,53425036,2014.csv,2014,0.0,1.0
1516,A Madea Christmas,53396635,52543354,853281,2013.csv,2013,0.9840199480735069,0.01598005192649312
1517,Sinister 2,53329150,27740955,25588195,2015.csv,2015,0.5201837081596088,0.4798162918403912
1518,Æon Flux,53321673,25874337,27447336,2005.csv,2005,0.48524990954428604,0.514750090455714
1519,A Chinese Odyssey: Part Three,53306108,0,53306108,2016.csv,2016,0.0,1.0
1520,Radio,53293628,52333738,959890,2003.csv,2003,0.9819886535028165,0.01801134649718349
1521,3 Days to Kill,53260230,30697999,22562231,2014.csv,2014,0.5763775147046868,0.4236224852953132
1522,Pitch Black,53187659,39240659,13947000,2000.csv,2000,0.7377775171492319,0.26222248285076805
1523,Temptation: Confessions of a Marriage Counselor,53143144,51975354,1167790,2013.csv,2013,0.9780255756038823,0.021974424396117777
1524,Delivery Man,53120346,30664106,22456240,2013.csv,2013,0.5772572716299702,0.4227427283700298
1525,Big Fat Liar,52970014,48360547,4609467,2002.csv,2002,0.91297969073597,0.08702030926403002
1526,The Outlaws,52946454,0,52946454,2017.csv,2017,0.0,1.0
1527,Man in Love,52946097,0,52946097,2021.csv,2021,0.0,1.0
1528,Detective Conan: Sunflowers of Inferno,52920296,0,52920296,2015.csv,2015,0.0,1.0
1529,Pooh's Heffalump Movie,52858433,18098433,34760000,2005.csv,2005,0.34239442928624086,0.6576055707137591
1530,Prem Ratan Dhan Payo,52715771,4364639,48351132,2015.csv,2015,0.08279569694617575,0.9172043030538243
1531,Break Through the Darkness,52700000,0,52700000,2021.csv,2021,0.0,1.0
1532,Rurouni Kenshin Part II: Kyoto Inferno,52696176,0,52696176,2014.csv,2014,0.0,1.0
1533,Wild,52501541,37880356,14621185,2014.csv,2014,0.7215094124570554,0.2784905875429447
1534,Tunnel,52444295,568876,51875419,2016.csv,2016,0.010847242774452398,0.9891527572255476
1535,The Boy Next Door,52425855,35423380,17002475,2015.csv,2015,0.6756853083273511,0.3243146916726489
1536,Jesus Revolution,52417940,52102987,314953,2023.csv,2023,0.993991503672216,0.006008496327783961
1537,The Night Before,52395996,43047372,9348624,2015.csv,2015,0.8215775113808315,0.17842248861916854
1538,Dragonfly,52323400,30323400,22000000,2002.csv,2002,0.5795380269630797,0.4204619730369204
1539,Ambulance,52300984,22781115,29519869,2022.csv,2022,0.4355771776683972,0.5644228223316028
1540,Greenland,52300000,0,52300000,2020.csv,2020,0.0,1.0
1541,Hollywood Adventures,52265070,0,52265070,2015.csv,2015,0.0,1.0
1542,Plane,52228094,32111181,20116913,2023.csv,2023,0.6148258253498586,0.38517417465014137
1543,One Hour Photo,52223306,31597131,20626175,2002.csv,2002,0.6050388881929459,0.3949611118070541
1544,Tolo Tolo,52186426,0,52186426,2020.csv,2020,0.0,1.0
1545,Patriots Day,52185751,31886361,20299390,2016.csv,2016,0.6110166163940038,0.3889833836059962
1546,My Beloved Bodyguard,52165873,0,52165873,2016.csv,2016,0.0,1.0
1547,Elizabethtown,52164016,26850426,25313590,2005.csv,2005,0.51473080600236,0.48526919399764007
1548,The Finest Hours,52099090,27569558,24529532,2016.csv,2016,0.5291754232175648,0.47082457678243517
1549,Teen Titans GO! To the Movies,52090236,29790236,22300000,2018.csv,2018,0.5718967370391641,0.4281032629608359
1550,Hanging Up,51880044,36050230,15829814,2000.csv,2000,0.6948766273212875,0.3051233726787125
1551,Blue Crush,51843679,40390647,11453032,2002.csv,2002,0.7790852767219703,0.22091472327802972
1552,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",51838845,257343,51581502,2015.csv,2015,0.004964288845555876,0.9950357111544441
1553,Enough,51806184,40007742,11798442,2002.csv,2002,0.7722580377663022,0.2277419622336978
1554,Slender Man,51738549,30569484,21169065,2018.csv,2018,0.5908454061979975,0.4091545938020025
1555,Schemes in Antiques,51637422,36501,51600921,2021.csv,2021,0.0007068710750122265,0.9992931289249878
1556,Master,51636415,597251,51039164,2016.csv,2016,0.011566469128424194,0.9884335308715758
1557,Teenage Mutant Ninja Turtles: Mutant Mayhem,51573468,43073468,8500000,2023.csv,2023,0.8351865730650496,0.16481342693495035
1558,Breaking In,51411620,46840590,4571030,2018.csv,2018,0.9110895552406246,0.08891044475937541
1559,Cry Me a Sad River,51400614,0,51400614,2018.csv,2018,0.0,1.0
1560,I Spy,51386477,33561137,17825340,2002.csv,2002,0.6531122380699498,0.3468877619300502
1561,Hot Pursuit,51380201,34580201,16800000,2015.csv,2015,0.6730258022929883,0.3269741977070117
1562,Once Upon a Deadpool 2018 Re-release,51349833,6100309,45249524,2018.csv,2018,0.1187990036890675,0.8812009963109325
1563,Simmba,51329025,5102129,46226896,2018.csv,2018,0.09940046591572702,0.900599534084273
1564,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,51167572,944193,50223379,2013.csv,2013,0.018452956884489263,0.9815470431155108
1565,Hollywood Homicide,51142659,30940691,20201968,2003.csv,2003,0.6049879221180111,0.3950120778819889
1566,Magic in the Moonlight,51029361,10539326,40490035,2014.csv,2014,0.20653454782629946,0.7934654521737006
1567,Talk to Her 2002 Re-release,51001550,9285469,41716081,2002.csv,2002,0.1820624863361996,0.8179375136638004
1568,Doraemon the Movie: Nobita and the Birth of Japan,50939840,0,50939840,2016.csv,2016,0.0,1.0
1569,Just Friends,50912434,32619671,18292763,2005.csv,2005,0.6407014640077903,0.3592985359922097
1570,Just Mercy,50901502,36001502,14900000,2019.csv,2019,0.7072777930993077,0.29272220690069223
1571,Unleashed,50871113,24537621,26333492,2005.csv,2005,0.4823488135594753,0.5176511864405247
1572,Vanguard,50866901,793525,50073376,2020.csv,2020,0.015600026429760288,0.9843999735702397
1573,Team America: World Police,50826898,32786074,18040824,2004.csv,2004,0.64505360921298,0.3549463907870199
1574,Son of a Rich,50803834,0,50803834,2019.csv,2019,0.0,1.0
1575,The Skulls,50802120,35046120,15756000,2000.csv,2000,0.6898554627247839,0.31014453727521607
1576,What a Girl Wants,50732139,36105433,14626706,2003.csv,2003,0.7116875754046168,0.2883124245953832
1577,Diary of a Mad Black Woman,50652203,50633099,19104,2005.csv,2005,0.9996228397015624,0.0003771602984375625
1578,Fever Pitch,50605163,42071069,8534094,2005.csv,2005,0.8313592231685925,0.1686407768314075
1579,The Jungle Book 2 2003 Re-release,50600160,0,50600160,2003.csv,2003,0.0,1.0
1580,You Got Served,50576805,40363810,10212995,2004.csv,2004,0.7980695894096118,0.20193041059038822
1581,Kingdom,50574061,0,50574061,2019.csv,2019,0.0,1.0
1582,The Himalayas,50544493,696717,49847776,2015.csv,2015,0.013784231647154914,0.9862157683528451
1583,Marry Me,50477597,22438180,28039417,2022.csv,2022,0.4445175946073661,0.5554824053926339
1584,Dragon Ball Z: Battle of Gods,50461371,2553002,47908369,2013.csv,2013,0.05059319533747904,0.9494068046625209
1585,About Last Night,50445860,48637684,1808176,2014.csv,2014,0.9641561071612219,0.03584389283877805
1586,Breakthrough,50444358,40713082,9731276,2019.csv,2019,0.8070889117074302,0.1929110882925698
1587,Brahmastra Part One: Shiva,50164785,7839108,42325677,2022.csv,2022,0.15626715035258298,0.843732849647417
1588,The Closet,50104745,6678894,43425851,2001.csv,2001,0.13329863269436856,0.8667013673056314
1589,National Security,50097949,36381186,13716763,2003.csv,2003,0.7262011065562783,0.2737988934437216
1590,The Replacements,50054511,44737059,5317452,2000.csv,2000,0.8937667775837427,0.10623322241625735
1591,Uncut Gems,50023780,50023780,0,2019.csv,2019,1.0,0.0
1592,Dearest 2014 Re-release,50000583,0,50000583,2014.csv,2014,0.0,1.0
1593,Family is Family,49954866,0,49954866,2018.csv,2018,0.0,1.0
1594,21 Bridges,49939757,28539757,21400000,2019.csv,2019,0.5714836978481894,0.42851630215181064
1595,The Wailing,49851770,786633,49065137,2016.csv,2016,0.015779439727014708,0.9842205602729853
1596,Luca,49750471,0,49750471,2021.csv,2021,0.0,1.0
1597,Raising Helen,49718611,37486512,12232099,2004.csv,2004,0.7539734366271817,0.24602656337281828
1598,The Boy and the Beast,49714378,490643,49223735,2015.csv,2015,0.009869237426645467,0.9901307625733545
1599,Two Is a Family,49619118,0,49619118,2016.csv,2016,0.0,1.0
1600,Song of Youth,49615508,0,49615508,2019.csv,2019,0.0,1.0
1601,Surprise,49567466,0,49567466,2015.csv,2015,0.0,1.0
1602,Death Wish,49562710,34017028,15545682,2018.csv,2018,0.6863431801852643,0.3136568198147357
1603,The Grudge,49511319,21221803,28289516,2019.csv,2019,0.4286252806151256,0.5713747193848744
1604,Fantasy Island,49447308,27309289,22138019,2020.csv,2020,0.5522907131769438,0.44770928682305616
1605,Capote,49327405,28750530,20576875,2005.csv,2005,0.5828510540945748,0.4171489459054252
1606,Trolls World Tour,49276818,450000,48826818,2020.csv,2020,0.009132083163324384,0.9908679168366756
1607,Entourage,49263404,32363404,16900000,2015.csv,2015,0.6569461582476112,0.34305384175238884
1608,The Banshees of Inisherin,49262687,10582266,38680421,2022.csv,2022,0.2148130084743449,0.7851869915256551
1609,The New Mutants,49169594,23852659,25316935,2020.csv,2020,0.4851099441659006,0.5148900558340994
1610,Belfast,49158343,9250870,39907473,2021.csv,2021,0.18818514692409385,0.8118148530759062
1611,Little,48987096,40860481,8126615,2019.csv,2019,0.8341070268790786,0.16589297312092147
1612,Whiplash,48982041,13092000,35890041,2014.csv,2014,0.2672816349159481,0.732718365084052
1613,Never Gone,48980792,96421,48884371,2016.csv,2016,0.0019685471806989156,0.9980314528193011
1614,The Berlin File,48972848,665210,48307638,2013.csv,2013,0.013583241064518036,0.986416758935482
1615,Luck-Key,48913975,466505,48447470,2016.csv,2016,0.00953725392385305,0.9904627460761469
1616,Florence Foster Jenkins,48902953,27383770,21519183,2016.csv,2016,0.559961481262696,0.44003851873730404
1617,The Woman in Black 2: Angel of Death,48854305,26501323,22352982,2015.csv,2015,0.5424562482262311,0.457543751773769
1618,Bleeding Steel,48825526,0,48825526,2017.csv,2017,0.0,1.0
1619,Isn't It Romantic,48791187,48791187,0,2019.csv,2019,1.0,0.0
1620,Mother's Day,48782670,32492859,16289811,2016.csv,2016,0.6660738126879894,0.33392618731201057
1621,Missing,48767848,32502025,16265823,2023.csv,2023,0.6664642040386937,0.33353579596130634
1622,Concussion,48623572,34542474,14081098,2015.csv,2015,0.7104059323325732,0.28959406766742685
1623,Fat Albert,48551322,48116322,435000,2004.csv,2004,0.9910404087452037,0.008959591254796317
1624,Her,48517427,25568251,22949176,2013.csv,2013,0.5269910747740189,0.47300892522598115
1625,The Legend of Hei,48507082,0,48507082,2019.csv,2019,0.0,1.0
1626,Logan Lucky,48453605,27780977,20672628,2017.csv,2017,0.5733521169374292,0.4266478830625709
1627,Homefront,48449416,20158898,28290518,2013.csv,2013,0.4160813414138986,0.5839186585861015
1628,Chef,48428048,31424003,17004045,2014.csv,2014,0.6488802315550691,0.3511197684449309
1629,Boo 2! A Madea Halloween,48333932,47319572,1014360,2017.csv,2017,0.979013501322425,0.020986498677575
1630,The Last Stand,48330757,12050299,36280458,2013.csv,2013,0.24932982117370933,0.7506701788262907
1631,Secondhand Lions,48249017,42070939,6178078,2003.csv,2003,0.8719543239606311,0.12804567603936884
1632,Boyhood,48137666,25352281,22785385,2014.csv,2014,0.5266620321807874,0.4733379678192125
1633,21 & Over,48065672,25682380,22383292,2013.csv,2013,0.5343185465086184,0.4656814534913815
1634,Sky Hunter,48065601,0,48065601,2017.csv,2017,0.0,1.0
1635,Countdown,48021766,25621766,22400000,2019.csv,2019,0.5335448513076341,0.4664551486923659
1636,After We Collided,47990414,2386483,45603931,2020.csv,2020,0.04972832699463689,0.9502716730053631
1637,"From Today, It's My Turn: The Movie",47895887,0,47895887,2020.csv,2020,0.0,1.0
1638,Midsommar,47863365,27426361,20437004,2019.csv,2019,0.5730136399728686,0.4269863600271314
1639,Queen & Slim,47834125,43808310,4025815,2019.csv,2019,0.915838013133929,0.08416198686607103
1640,Phantom Thread,47756590,21198205,26558385,2017.csv,2017,0.4438802058522185,0.5561197941477815
1641,Book of Shadows: Blair Witch 2,47737094,26437094,21300000,2000.csv,2000,0.5538061030694496,0.4461938969305505
1642,"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release",47642462,0,47642462,2016.csv,2016,0.0,1.0
1643,Inside Men,47616503,0,47616503,2015.csv,2015,0.0,1.0
1644,The Dead End,47600000,0,47600000,2015.csv,2015,0.0,1.0
1645,Coming Home,47587984,377607,47210377,2014.csv,2014,0.007934923236084135,0.9920650767639159
1646,47 Meters Down: Uncaged,47582563,22260900,25321663,2019.csv,2019,0.46783734621441053,0.5321626537855895
1647,Boonie Bears: A Mystical Winter,47581416,0,47581416,2015.csv,2015,0.0,1.0
1648,A Walk to Remember,47494916,41281092,6213824,2002.csv,2002,0.8691686495455639,0.130831350454436
1649,Darkness Falls,47488536,32551396,14937140,2003.csv,2003,0.685457980848262,0.314542019151738
1650,Beauty and the Beast,47430624,0,47430624,2014.csv,2014,0.0,1.0
1651,The Magic Tuche,47427990,0,47427990,2018.csv,2018,0.0,1.0
1652,Nightcrawler,47426966,32381217,15045749,2014.csv,2014,0.6827596140136816,0.31724038598631843
1653,Almost Famous,47383689,32534850,14848839,2000.csv,2000,0.6866255179076496,0.31337448209235036
1654,Rough Night,47347283,22105643,25241640,2017.csv,2017,0.466883031070653,0.533116968929347
1655,Texas Chainsaw,47340586,34341945,12998641,2013.csv,2013,0.7254228961170865,0.2745771038829135
1656,Broken Flowers,47329961,13744960,33585001,2005.csv,2005,0.29040716936149596,0.709592830638504
1657,A Monster Calls,47309313,3740823,43568490,2016.csv,2016,0.07907159843982516,0.9209284015601749
1658,Tiny Times 2.0,47289937,43788,47246149,2013.csv,2013,0.0009259475224084143,0.9990740524775916
1659,Golden Job,47287851,285795,47002056,2018.csv,2018,0.006043729921243407,0.9939562700787566
1660,Mortdecai,47275695,7696134,39579561,2015.csv,2015,0.16279261468287246,0.8372073853171276
1661,The Watcher,47267829,28946615,18321214,2000.csv,2000,0.612395695177792,0.3876043048222079
1662,Switch,47164301,0,47164301,2013.csv,2013,0.0,1.0
1663,High Fidelity,47126295,27287137,19839158,2000.csv,2000,0.5790214783487647,0.4209785216512353
1664,The Wedding Date,47096206,31726995,15369211,2005.csv,2005,0.6736635006225342,0.3263364993774658
1665,Land of the Dead,47074133,20700082,26374051,2005.csv,2005,0.4397336855890686,0.5602663144109313
1666,Dracula 2000,47053625,33022767,14030858,2000.csv,2000,0.7018113269700262,0.29818867302997376
1667,The Place Beyond the Pines,47052899,21403519,25649380,2013.csv,2013,0.45488204669387106,0.5451179533061289
1668,Son of Bigfoot,47046281,289308,46756973,2017.csv,2017,0.006149434000957483,0.9938505659990425
1669,Asteroid City,46952390,27786960,19165430,2023.csv,2023,0.5918114072574368,0.40818859274256325
1670,My Hero Academia: World Heroes' Mission,46940541,12271658,34668883,2021.csv,2021,0.261429837376608,0.738570162623392
1671,Parker,46922566,17616641,29305925,2013.csv,2013,0.3754406994706982,0.6245593005293019
1672,Mary Queen of Scots,46712809,16468499,30244310,2018.csv,2018,0.35254782044899075,0.6474521795510092
1673,Uncle Drew,46664414,42469946,4194468,2018.csv,2018,0.9101142039413588,0.08988579605864118
1674,Be with You,46616207,0,46616207,2004.csv,2004,0.0,1.0
1675,Three Seconds,46596415,0,46596415,2017.csv,2017,0.0,1.0
1676,Get Rich or Die Tryin',46563961,30985352,15578609,2005.csv,2005,0.6654363446443055,0.3345636553556945
1677,Torque,46546197,21215059,25331138,2003.csv,2003,0.45578501289804624,0.5442149871019538
1678,The Big Wedding,46522137,21819348,24702789,2013.csv,2013,0.4690100112984922,0.5309899887015078
1679,Asterix & Obelix: The Middle Kingdom,46497671,0,46497671,2023.csv,2023,0.0,1.0
1680,Badges of Fury,46495296,0,46495296,2013.csv,2013,0.0,1.0
1681,Risen,46432579,36880033,9552546,2016.csv,2016,0.7942706133122608,0.20572938668773924
1682,Acrimony,46403669,43549096,2854573,2018.csv,2018,0.9384838944523978,0.061516105547602284
1683,The French Dispatch,46333545,16124375,30209170,2021.csv,2021,0.348006503711296,0.651993496288704
1684,The Thousand Faces of Dunjia,46263237,124187,46139050,2017.csv,2017,0.002684356047113608,0.9973156439528864
1685,Asterix: The Secret of the Magic Potion,46217749,1271953,44945796,2018.csv,2018,0.027520877314903415,0.9724791226850966
1686,The Fog,46201432,29550869,16650563,2005.csv,2005,0.6396093740124765,0.3603906259875235
1687,The Battleship Island,46183383,1104957,45078426,2017.csv,2017,0.023925423566307388,0.9760745764336927
1688,Hanson and the Beast,46154323,0,46154323,2017.csv,2017,0.0,1.0
1689,Eddie the Eagle,46152800,15789389,30363411,2016.csv,2016,0.342111182853478,0.657888817146522
1690,Napoleon Dynamite,46118097,44540956,1577141,2004.csv,2004,0.9658021231882139,0.03419787681178606
1691,Into the Blue,46117696,18801234,27316462,2005.csv,2005,0.4076793862382024,0.5923206137617977
1692,The World's End,46089287,26004851,20084436,2013.csv,2013,0.5642276696534707,0.43577233034652935
1693,The Hunted,46061847,34244097,11817750,2003.csv,2003,0.7434373398009854,0.2565626601990146
1694,Let's Get Married,45972724,462918,45509806,2015.csv,2015,0.010069405502271303,0.9899305944977287
1695,Eight Legged Freaks,45867333,17322606,28544727,2002.csv,2002,0.37766760932012333,0.6223323906798767
1696,Gintama Live Action the Movie,45746967,0,45746967,2017.csv,2017,0.0,1.0
1697,Somewhere Only We Know,45737711,482341,45255370,2015.csv,2015,0.010545805407708313,0.9894541945922917
1698,Chasing the Dragon II: Wild Wild Bunch,45733356,196634,45536722,2019.csv,2019,0.004299575128490461,0.9957004248715096
1699,"McFarland, USA",45710059,44482410,1227649,2015.csv,2015,0.9731426949153577,0.026857305084642312
1700,Judy,45701880,24313888,21387992,2019.csv,2019,0.5320106743967644,0.4679893256032356
1701,Guilty of Mind,45698503,0,45698503,2017.csv,2017,0.0,1.0
1702,Earth to Echo,45681062,38934842,6746220,2014.csv,2014,0.8523191076424624,0.14768089235753756
1703,That Awkward Moment,45640143,26068955,19571188,2014.csv,2014,0.5711847791537376,0.42881522084626245
1704,The Fabelmans,45591248,17348945,28242303,2022.csv,2022,0.3805323556837049,0.6194676443162951
1705,Bajrangi Bhaijaan 2018 Re-release,45579004,0,45579004,2018.csv,2018,0.0,1.0
1706,Hero,45565534,88675,45476859,2015.csv,2015,0.0019460981188105905,0.9980539018811894
1707,Queen of the Damned,45479110,30336800,15142310,2002.csv,2002,0.6670491133181806,0.33295088668181944
1708,Love on the Cloud,45386560,271734,45114826,2014.csv,2014,0.005987102789900799,0.9940128972100992
1709,Barbarian,45352337,40842944,4509393,2022.csv,2022,0.9005697765916671,0.09943022340833285
1710,Good Boy,45312217,37667746,7644471,2003.csv,2003,0.8312933794433408,0.16870662055665914
1711,Tanhaji: The Unsung Warrior,45221814,0,45221814,2020.csv,2020,0.0,1.0
1712,In the Heights,45175167,29975167,15200000,2021.csv,2021,0.6635319577235874,0.33646804227641264
1713,Blair Witch,45173154,20777061,24396093,2016.csv,2016,0.4599426686035693,0.5400573313964308
1714,Flatliners,45158254,16883115,28275139,2017.csv,2017,0.3738655396198445,0.6261344603801555
1715,Boonie Bears: The Big Top Secret,45150390,0,45150390,2016.csv,2016,0.0,1.0
1716,Deuce Bigalow: European Gigolo,45109561,22400154,22709407,2005.csv,2005,0.49657220117925777,0.5034277988207423
1717,Love Will Tear Us Apart,45060290,0,45060290,2021.csv,2021,0.0,1.0
