Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1718,Monster's Ball,44909486,31273922,13635564,2001.csv,2001,0.6963767521186949,0.30362324788130507
1719,Grudge Match,44907260,29807260,15100000,2013.csv,2013,0.6637514735924659,0.3362485264075341
1720,Child's Play,44907074,29208403,15698671,2019.csv,2019,0.6504187513976083,0.3495812486023917
1721,Still Alice,44779195,18754371,26024824,2015.csv,2015,0.41881885103115407,0.5811811489688459
1722,The White Storm,44670277,0,44670277,2013.csv,2013,0.0,1.0
1723,Prey for the Devil,44658929,19802293,24856636,2022.csv,2022,0.44341173072018814,0.5565882692798119
1724,Richard Jewell,44655962,22345542,22310420,2019.csv,2019,0.5003932509616521,0.4996067490383479
1725,Uptown Girls,44617342,37182494,7434848,2003.csv,2003,0.8333641658886807,0.16663583411131933
1726,The Gift,44567606,12008642,32558964,2000.csv,2000,0.2694477688570483,0.7305522311429516
1727,Bad Genius,44560421,0,44560421,2017.csv,2017,0.0,1.0
1728,Mother!,44516999,17800004,26716995,2017.csv,2017,0.3998473482006278,0.6001526517993722
1729,Recess: School's Out,44460850,36706141,7754709,2001.csv,2001,0.8255834290167642,0.17441657098323582
1730,Oculus,44446287,27695246,16751041,2014.csv,2014,0.6231172021185931,0.37688279788140683
1731,A Man Apart,44350926,26736098,17614828,2003.csv,2003,0.6028306601760693,0.3971693398239306
1732,Dark Water 2005 Re-release,44347079,25473352,18873727,2005.csv,2005,0.5744087902610227,0.4255912097389774
1733,Unhinged,44331465,20831465,23500000,2020.csv,2020,0.4699024722056896,0.5300975277943104
1734,Hardball,44102389,40222729,3879660,2001.csv,2001,0.912030615847137,0.08796938415286301
1735,Tarzan,44095996,0,44095996,2013.csv,2013,0.0,1.0
1736,The Great Hypnotist,44077818,0,44077818,2014.csv,2014,0.0,1.0
1737,Winchester,44019588,25091816,18927772,2018.csv,2018,0.5700147852360635,0.4299852147639365
1738,Kick,43996483,2472695,41523788,2014.csv,2014,0.056202105972879696,0.9437978940271203
1739,Wind River,43980821,33800859,10179962,2017.csv,2017,0.7685363354176585,0.23146366458234147
1740,Max,43967255,42656255,1311000,2015.csv,2015,0.9701823550276223,0.029817644972377738
1741,The End of Endless Love,43950000,0,43950000,2020.csv,2020,0.0,1.0
1742,Timeline,43935763,19481943,24453820,2003.csv,2003,0.4434187930228957,0.5565812069771042
1743,The Transporter,43928932,25296447,18632485,2002.csv,2002,0.5758493514023969,0.42415064859760304
1744,Battle of Memories,43892362,594552,43297810,2017.csv,2017,0.01354568250393998,0.98645431749606
1745,Café Society,43763247,11103205,32660042,2016.csv,2016,0.25371072215002693,0.746289277849973
1746,The DUFF,43709744,34030343,9679401,2015.csv,2015,0.7785527867653491,0.22144721323465083
1747,The Sea Inside,43685449,2104923,41580526,2004.csv,2004,0.04818361830274424,0.9518163816972558
1748,League of Gods,43498766,181633,43317133,2016.csv,2016,0.004175589716728976,0.9958244102832711
1749,Secretly Greatly,43447199,0,43447199,2013.csv,2013,0.0,1.0
1750,The Master of Disguise,43411001,40388794,3022207,2002.csv,2002,0.9303815408449116,0.06961845915508837
1751,The War with Grandpa,43387638,21277892,22109746,2020.csv,2020,0.49041369802154244,0.5095863019784576
1752,In the Bedroom,43368779,35930604,7438175,2001.csv,2001,0.8284900988335411,0.17150990116645895
1753,Harriet,43347017,43082155,264862,2019.csv,2019,0.9938897294824232,0.006110270517576792
1754,Orange County,43325009,41076018,2248991,2002.csv,2002,0.94809023582661,0.051909764173390015
1755,The Snowman,43155261,6700035,36455226,2017.csv,2017,0.1552541878961177,0.8447458121038823
1756,A Shaun the Sheep Movie: Farmageddon,43100248,0,43100248,2019.csv,2019,0.0,1.0
1757,Annihilation,43070915,32732301,10338614,2018.csv,2018,0.7599629819798349,0.2400370180201651
1758,See Spot Run,43057552,33357476,9700076,2001.csv,2001,0.7747183583497733,0.22528164165022665
1759,Gifted,43046590,24801212,18245378,2017.csv,2017,0.5761481223019059,0.42385187769809407
1760,The Possession of Hannah Grace,43016528,14837422,28179106,2018.csv,2018,0.3449237465190124,0.6550762534809876
1761,Legend,42972994,1872994,41100000,2015.csv,2015,0.04358537364187378,0.9564146263581262
1762,"The Chef, The Actor, The Scoundrel",42970000,0,42970000,2013.csv,2013,0.0,1.0
1763,The Gallows,42964410,22764410,20200000,2015.csv,2015,0.5298434215668271,0.47015657843317293
1764,A Lot Like Love,42886719,21845719,21041000,2005.csv,2005,0.5093819137808141,0.49061808621918596
1765,Asterix and Obelix: Mansion of the Gods,42830578,0,42830578,2014.csv,2014,0.0,1.0
1766,Basic,42792561,26793311,15999250,2003.csv,2003,0.6261207643076094,0.37387923569239057
1767,Shaolin Soccer,42776760,489600,42287160,2001.csv,2001,0.01144546711812676,0.9885545328818732
1768,Doraemon: Nobita's Secret Gadget Museum,42770271,0,42770271,2013.csv,2013,0.0,1.0
1769,Spirit Untamed,42717215,17716215,25001000,2021.csv,2021,0.4147324445191476,0.5852675554808524
1770,Peninsula,42698327,1231407,41466920,2020.csv,2020,0.02883970137752704,0.971160298622473
1771,Almost Christmas,42580920,42158780,422140,2016.csv,2016,0.9900861700498721,0.009913829950127897
1772,Oliver Twist,42580321,2080321,40500000,2005.csv,2005,0.04885639542266485,0.9511436045773352
1773,Paws of Fury: The Legend of Hank,42506565,17811382,24695183,2022.csv,2022,0.4190266138889369,0.5809733861110631
1774,Thermae Romae II,42473163,0,42473163,2014.csv,2014,0.0,1.0
1775,Love the Coopers,42426912,26302731,16124181,2015.csv,2015,0.6199539339558816,0.3800460660441184
1776,8 Women,42426583,3098776,39327807,2002.csv,2002,0.0730385475540182,0.9269614524459818
1777,Loving Vincent,42187665,6735118,35452547,2017.csv,2017,0.15964661708582353,0.8403533829141765
1778,The Throne,42165755,0,42165755,2015.csv,2015,0.0,1.0
1779,Monster Hunter,42145959,15162470,26983489,2020.csv,2020,0.3597609441037989,0.6402390558962011
1780,Long Day's Journey Into Night,42140994,521365,41619629,2018.csv,2018,0.01237191984602926,0.9876280801539707
1781,Jobs,42128352,16131410,25996942,2013.csv,2013,0.3829110144161348,0.6170889855838653
1782,Bang Bang,42045981,2546172,39499809,2014.csv,2014,0.060556846087144456,0.9394431539128556
1783,Detective Conan: The Sniper from Another Dimension,42028116,0,42028116,2014.csv,2014,0.0,1.0
1784,The Sisterhood of the Traveling Pants,42013878,39053061,2960817,2005.csv,2005,0.9295276432230322,0.07047235677696784
1785,Mary and the Witch's Flower,41978431,2418404,39560027,2017.csv,2017,0.05761063342267366,0.9423893665773263
1786,Resident Evil: Welcome to Raccoon City,41914915,17000612,24914303,2021.csv,2021,0.40559815044358316,0.5944018495564168
1787,Rurouni Kenshin: The Legend Ends,41900000,0,41900000,2014.csv,2014,0.0,1.0
1788,"As Above, So Below",41898409,21321100,20577309,2014.csv,2014,0.5088761246280259,0.49112387537197416
1789,Call Me by Your Name,41887595,18095701,23791894,2017.csv,2017,0.4320062061333433,0.5679937938666567
1790,No Man's Land,41807712,0,41807712,2013.csv,2013,0.0,1.0
1791,Wimbledon,41682237,17001133,24681104,2004.csv,2004,0.4078747740914193,0.5921252259085806
1792,T2 Trainspotting,41681746,2402004,39279742,2017.csv,2017,0.05762724047116452,0.9423727595288355
1793,Overlord,41657844,21704844,19953000,2018.csv,2018,0.5210265802522089,0.47897341974779106
1794,Undercover Brother,41604473,39089928,2514545,2002.csv,2002,0.9395607054078056,0.06043929459219445
1795,The Great Battle,41509280,472166,41037114,2018.csv,2018,0.0113749503725432,0.9886250496274568
1796,Fighting with My Family,41503392,22958886,18544506,2019.csv,2019,0.55318095446271,0.44681904553729007
1797,Lupin III vs. Detective Conan: The Movie,41397727,0,41397727,2013.csv,2013,0.0,1.0
1798,The Lady in the Van,41387687,10021175,31366512,2015.csv,2015,0.24212938017048405,0.757870619829516
1799,Ricki and the Flash,41325328,26822144,14503184,2015.csv,2015,0.6490485447568619,0.35095145524313803
1800,Pinocchio,41314585,3675719,37638866,2002.csv,2002,0.08896904083630515,0.9110309591636948
1801,This Is Where I Leave You,41296320,34296320,7000000,2014.csv,2014,0.8304933708378858,0.1695066291621142
1802,The Darkest Minds,41142379,12695691,28446688,2018.csv,2018,0.30857940908084097,0.6914205909191591
1803,Fist Fight,41087017,32187017,8900000,2017.csv,2017,0.7833865622320549,0.21661343776794503
1804,Whale Rider,41062976,20779666,20283310,2003.csv,2003,0.5060438386151067,0.4939561613848933
1805,"Lost, Found",41043552,0,41043552,2018.csv,2018,0.0,1.0
1806,Twisted,40954603,25198598,15756005,2004.csv,2004,0.6152812175959806,0.3847187824040194
1807,Underwater,40882928,17291078,23591850,2020.csv,2020,0.4229412824834855,0.5770587175165145
1808,Where the Heart Is,40863718,33772838,7090880,2000.csv,2000,0.8264749184105078,0.17352508158949217
1809,The Circle,40656399,20497844,20158555,2017.csv,2017,0.504172639588666,0.495827360411334
1810,Spiral,40618920,23216862,17402058,2021.csv,2021,0.571577530864927,0.42842246913507304
1811,Spanish Affair 2,40591862,0,40591862,2015.csv,2015,0.0,1.0
1812,Holmes & Watson,40466970,30573626,9893344,2018.csv,2018,0.7555205146320567,0.24447948536794328
1813,Serenity,40445129,25514517,14930612,2005.csv,2005,0.6308427647739732,0.36915723522602684
1814,Bless the Child,40443010,29381494,11061516,2000.csv,2000,0.7264912774790996,0.2735087225209004
1815,The Ringer,40442443,35428675,5013768,2005.csv,2005,0.8760270738342884,0.12397292616571161
1816,The Witch,40423945,25138705,15285240,2016.csv,2016,0.6218765882449128,0.37812341175508724
1817,The Art of War,40400425,30208599,10191826,2000.csv,2000,0.7477297330411747,0.2522702669588253
1818,Masquerade Hotel,40396244,0,40396244,2019.csv,2019,0.0,1.0
1819,80 for Brady,40362938,39330588,1032350,2023.csv,2023,0.9744233187385913,0.025576681261408673
1820,Bad Education,40350837,5211842,35138995,2004.csv,2004,0.12916316952731366,0.8708368304726863
1821,Magnificent Desolation: Walking on the Moon,40339402,34137524,6201878,2005.csv,2005,0.8462575622712504,0.15374243772874968
1822,Carol,40272135,12711491,27560644,2015.csv,2015,0.3156398586764769,0.6843601413235231
1823,Yolki 3,40267368,0,40267368,2013.csv,2013,0.0,1.0
1824,Boonie Bears: To the Rescue,40163675,0,40163675,2014.csv,2014,0.0,1.0
1825,Crimson Rivers 2: Angels of the Apocalypse,40152148,152148,40000000,2004.csv,2004,0.0037892866902164237,0.9962107133097836
1826,"Ruby Gillman, Teenage Kraken",40148338,15696610,24451728,2023.csv,2023,0.39096537445709456,0.6090346255429054
1827,Diary of a Wimpy Kid: The Long Haul,40140972,20738724,19402248,2017.csv,2017,0.5166472799911273,0.48335272000887275
1828,The Wild Life,40075446,8005586,32069860,2016.csv,2016,0.19976286726790266,0.8002371327320974
1829,Snake Eyes,40064325,28264325,11800000,2021.csv,2021,0.7054736352103773,0.2945263647896227
1830,Northern Limit Line,40034677,337907,39696770,2015.csv,2015,0.008440357842777151,0.9915596421572228
1831,Dancer in the Dark,40031879,4184036,35847843,2000.csv,2000,0.10451760208407904,0.895482397915921
1832,Black Knight,39976235,33426971,6549264,2001.csv,2001,0.8361710651340728,0.16382893486592723
1833,Love O2O,39969537,0,39969537,2016.csv,2016,0.0,1.0
1834,Brotherhood of Blades 2,39966092,14204,39951888,2017.csv,2017,0.0003554012736596813,0.9996445987263404
1835,Bloodshot,39861118,12561824,27299294,2020.csv,2020,0.315139781076888,0.684860218923112
1836,The Last Wish,39756292,0,39756292,2019.csv,2019,0.0,1.0
1837,Midnight Runners,39730433,0,39730433,2017.csv,2017,0.0,1.0
1838,Memento,39723096,25544867,14178229,2001.csv,2001,0.6430734150228371,0.3569265849771629
1839,Tokyo Revengers,39714073,0,39714073,2021.csv,2021,0.0,1.0
1840,The Forest,39712000,26594261,13117739,2016.csv,2016,0.6696782080983078,0.3303217919016922
1841,The November Man,39661919,25018119,14643800,2014.csv,2014,0.6307843803523475,0.3692156196476524
1842,Nightmare Alley,39629195,11338107,28291088,2021.csv,2021,0.2861049032159245,0.7138950967840755
1843,Intimate Strangers,39576060,0,39576060,2018.csv,2018,0.0,1.0
1844,Thugs of Hindostan,39570044,1449848,38120196,2018.csv,2018,0.0366400401273246,0.9633599598726754
1845,Recep Ivedik 4,39477906,0,39477906,2014.csv,2014,0.0,1.0
1846,Down with Love,39468111,20305251,19162860,2003.csv,2003,0.5144723293192319,0.4855276706807681
1847,The Legend of Bagger Vance,39459427,30919168,8540259,2000.csv,2000,0.7835686007300613,0.2164313992699387
1848,Nomadland,39458207,3700000,35758207,2021.csv,2021,0.09377009958916785,0.9062299004108322
1849,Don Jon,39439355,24477704,14961651,2013.csv,2013,0.6206415901071405,0.37935840989285957
1850,Crocodile Dundee in Los Angeles,39438674,25635682,13802992,2001.csv,2001,0.6500137910316153,0.34998620896838467
1851,King Richard,39429285,15129285,24300000,2021.csv,2021,0.38370680574096133,0.6162931942590387
1852,Sin City: A Dame to Kill For,39407616,13757804,25649812,2014.csv,2014,0.3491153588179503,0.6508846411820497
1853,Uri: The Surgical Strike,39346577,4186168,35160409,2019.csv,2019,0.10639217739322025,0.8936078226067797
1854,Otoko-tachi no Yamato,39287114,0,39287114,2005.csv,2005,0.0,1.0
1855,The Gambler,39280992,33680992,5600000,2014.csv,2014,0.8574374089126874,0.14256259108731267
1856,Dumb and Dumberer: When Harry Met Lloyd,39267515,26276465,12991050,2003.csv,2003,0.6691654666713694,0.33083453332863055
1857,Absolutely Fabulous: The Movie,39219109,4772155,34446954,2016.csv,2016,0.12167933238870877,0.8783206676112912
1858,My Mom Is a Character 2,39195565,0,39195565,2016.csv,2016,0.0,1.0
1859,Sink or Swim,39193850,0,39193850,2018.csv,2018,0.0,1.0
1860,Samba,39178695,151530,39027165,2014.csv,2014,0.0038676632797493638,0.9961323367202506
1861,Show Dogs,39156854,17857020,21299834,2018.csv,2018,0.4560381689499366,0.5439618310500635
1862,Women Who Flirt,39156132,375495,38780637,2014.csv,2014,0.009589685722787941,0.990410314277212
1863,Masterpiece Mystery: Sherlock: The Abominable Bride,39139204,0,39139204,2016.csv,2016,0.0,1.0
1864,Ex-Files 2: The Backup Strikes Back,39108291,0,39108291,2015.csv,2015,0.0,1.0
1865,Haunted Castle,39093166,13651656,25441510,2001.csv,2001,0.3492082478047442,0.6507917521952559
1866,Believer,39047153,365639,38681514,2018.csv,2018,0.009364037372968011,0.990635962627032
1867,The Life of David Gale,38955598,19955598,19000000,2003.csv,2003,0.512265220521066,0.48773477947893396
1868,Forbidden Empire 2014 Re-release,38885962,0,38885962,2014.csv,2014,0.0,1.0
1869,The Spy Gone North,38844509,500803,38343706,2018.csv,2018,0.012892504317663018,0.987107495682337
1870,Criminal,38803993,14708696,24095297,2015.csv,2015,0.3790510940459143,0.6209489059540857
1871,Clockstoppers,38793283,36989956,1803327,2002.csv,2002,0.9535144524891075,0.046485547510892546
1872,Dreamer,38741732,32751093,5990639,2005.csv,2005,0.8453698714347618,0.15463012856523814
1873,Antoine and Sebastian,38719881,0,38719881,2013.csv,2013,0.0,1.0
1874,Someone Like You,38689940,27343067,11346873,2001.csv,2001,0.7067229103999645,0.29327708960003557
1875,On the Basis of Sex,38673750,24622687,14051063,2018.csv,2018,0.6366769966708685,0.36332300332913153
1876,"Crouching Tiger, Hidden Dragon: Sword of Destiny",38659039,0,38659039,2016.csv,2016,0.0,1.0
1877,Head of State,38620484,38125247,495237,2003.csv,2003,0.987176830823767,0.012823169176233006
1878,The Best of Me,38609668,26766213,11843455,2014.csv,2014,0.6932515710831805,0.30674842891681947
1879,Taxi 5,38598227,0,38598227,2018.csv,2018,0.0,1.0
1880,Urban Legends: Final Cut,38574362,21468807,17105555,2000.csv,2000,0.5565563728571843,0.44344362714281577
1881,Always: Sunset on Third Street,38573583,0,38573583,2005.csv,2005,0.0,1.0
1882,Million Dollar Arm,38483455,36457627,2025828,2014.csv,2014,0.9473584687237672,0.05264153127623286
1883,What's the Worst That Could Happen?,38464131,32269834,6194297,2001.csv,2001,0.8389591331206728,0.16104086687932714
1884,The Missing,38364277,27011180,11353097,2003.csv,2003,0.7040711336746943,0.2959288663253057
1885,Boruto: Naruto The Movie,38362448,919651,37442797,2015.csv,2015,0.023972688082887723,0.9760273119171122
1886,The Lazarus Effect,38356892,25801570,12555322,2015.csv,2015,0.6726710287162996,0.3273289712837005
1887,National Lampoon's Van Wilder,38275483,21305259,16970224,2002.csv,2002,0.5566293964206801,0.44337060357931996
1888,The Original Kings of Comedy,38182790,38182790,0,2000.csv,2000,1.0,0.0
1889,The Water Diviner,38176317,4196641,33979676,2014.csv,2014,0.10992786444014492,0.8900721355598551
1890,The Producers,38075318,19398532,18676786,2005.csv,2005,0.5094778722530958,0.4905221277469042
1891,The Banger Sisters,38068353,30307416,7760937,2002.csv,2002,0.7961315268879638,0.20386847311203612
1892,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,38052695,0,38052695,2021.csv,2021,0.0,1.0
1893,But Always,38039248,430760,37608488,2014.csv,2014,0.011324093473141214,0.9886759065268588
1894,The Invitation,38036130,25100080,12936050,2022.csv,2022,0.6599009941337355,0.3400990058662645
1895,Overcomer,38026103,34746945,3279158,2019.csv,2019,0.9137656046426845,0.08623439535731547
1896,Helios,37938005,0,37938005,2015.csv,2015,0.0,1.0
1897,The King,37886707,0,37886707,2017.csv,2017,0.0,1.0
1898,Hell or High Water,37879877,27007844,10872033,2016.csv,2016,0.7129865812394269,0.28701341876057307
1899,Operation Fortune: Ruse de Guerre,37846956,6496125,31350831,2023.csv,2023,0.17164194129641497,0.828358058703585
1900,Cold Eyes,37795598,0,37795598,2013.csv,2013,0.0,1.0
1901,Mission Milano,37749848,0,37749848,2016.csv,2016,0.0,1.0
1902,Bulletproof Monk,37713879,23358708,14355171,2003.csv,2003,0.6193663611213261,0.3806336388786738
1903,The Handmaiden,37692886,2006788,35686098,2016.csv,2016,0.05324049742436809,0.9467595025756319
1904,Casanova,37691644,11304403,26387241,2005.csv,2005,0.2999180136584119,0.700081986341588
1905,The Yinyang Master,37690000,0,37690000,2021.csv,2021,0.0,1.0
1906,The Prince and Me,37666766,28176497,9490269,2004.csv,2004,0.7480466201956387,0.2519533798043612
1907,Halloween: Resurrection,37664855,30354442,7310413,2002.csv,2002,0.8059089036716058,0.1940910963283942
1908,Pokémon the Movie: I Choose You!,37552144,2401722,35150422,2017.csv,2017,0.06395698738266449,0.9360430126173355
1909,Fat Buddies,37496410,0,37496410,2018.csv,2018,0.0,1.0
1910,A Walk in the Woods,37461274,29504281,7956993,2015.csv,2015,0.7875941699153104,0.21240583008468958
1911,T-34,37410850,0,37410850,2019.csv,2019,0.0,1.0
1912,Sarileru Neekevvaru,37389889,821000,36568889,2020.csv,2020,0.021957807898279665,0.9780421921017204
